Timestamp,Gender,State,Parent Education Level,Household Income Level,Study Duration,Study Frequency,Learning Style,Study Resources,Past Exam Practice,Study Space,Attendance,Study Impact by extracurricular activity,Teacher Support,Progress Monitoring,Performance,Score Level
2024-07-20 00:49:47,Female,Gombe,Primary school,Middle income,2-4 hours,4-6 times a week,Listening to lectures,Past questions,Sometimes,Yes,Never,Hinders somewhat,Always,Always,I performed as expected,< 120
2024-08-22 17:56:35,Male,Lagos,University,Middle income,1-2 hours,4-6 times a week,Group discussions,Videos,Always,No,Almost always,Hinders a lot,Rarely,Often,I performed as expected,200 - 270
2024-08-02 12:52:50,Male,Gombe,Primary school,Low income,2-4 hours,Every day,Listening to lectures,Tutor,Rarely,No,Rarely,Hinders a lot,Rarely,Sometimes,I performed as expected,< 120
2024-02-03 21:55:23,Female,Zamfara,Primary school,Middle income,1-2 hours,Once a week,Watching videos,Online materials,Never,No,Never,Helps somewhat,Usually,Rarely,I performed as expected,> 270
2024-08-04 02:26:04,Male,Kebbi,No formal education,Middle income,Less than 1 hour,Every day,Listening to lectures,Videos,Always,Yes,Rarely,Helps a lot,Rarely,Rarely,I performed better than expected,> 270
2024-09-21 06:02:30,Male,Sokoto,Secondary school,Middle income,More than 4 hours,Once a week,Watching videos,Online materials,Never,Yes,Never,Hinders somewhat,Rarely,Always,I performed worse than expected,< 120
2024-07-18 18:23:51,Female,Abia,No formal education,Low income,More than 4 hours,2-3 times a week,Listening to lectures,Videos,Rarely,No,Never,Hinders a lot,Usually,Often,I performed worse than expected,< 120
2024-09-30 01:40:48,Male,FCT,Secondary school,Middle income,1-2 hours,Every day,Listening to lectures,Textbooks,Rarely,No,Rarely,Hinders a lot,Always,Never,I performed as expected,120 - 200
2024-02-18 03:26:16,Female,Enugu,Primary school,High income,1-2 hours,2-3 times a week,Watching videos,Tutor,Never,No,Never,No impact,Always,Rarely,I performed as expected,120 - 200
2024-04-29 13:25:46,Female,Kogi,University,Low income,1-2 hours,4-6 times a week,Group discussions,Tutor,Never,No,Always,Helps somewhat,Sometimes,Never,I performed worse than expected,> 270
2024-07-22 09:44:05,Female,Ekiti,"Postgraduate(Masters,PhD)",Middle income,1-2 hours,Once a week,Listening to lectures,Videos,Often,No,Never,Helps somewhat,Rarely,Rarely,I performed better than expected,200 - 270
2024-08-02 20:11:11,Female,Sokoto,Secondary school,High income,More than 4 hours,Every day,Listening to lectures,Tutor,Sometimes,No,Always,Helps somewhat,Sometimes,Often,I performed better than expected,120 - 200
2024-01-25 22:09:19,Male,Yobe,University,Low income,More than 4 hours,Only before exams,Hands-on practice,Online materials,Always,No,Never,Hinders a lot,Usually,Often,I performed worse than expected,> 270
2024-08-17 06:22:07,Female,Rivers,Secondary school,Middle income,Less than 1 hour,Never,Watching videos,Past questions,Never,Yes,Almost always,Helps somewhat,Usually,Rarely,I performed as expected,120 - 200
2024-06-02 13:26:05,Male,Jigawa,University,Middle income,2-4 hours,2-3 times a week,Watching videos,Past questions,Rarely,No,Never,Hinders somewhat,Rarely,Never,I performed better than expected,200 - 270
2024-05-22 19:40:59,Male,Benue,"Postgraduate(Masters,PhD)",Low income,Less than 1 hour,Never,Watching videos,Textbooks,Sometimes,Yes,Always,Helps a lot,Sometimes,Sometimes,I performed as expected,> 270
2024-03-25 05:38:09,Female,Borno,Primary school,Middle income,1-2 hours,2-3 times a week,Reading notes,Past questions,Never,No,Always,Helps somewhat,Rarely,Always,I performed as expected,120 - 200
2024-07-06 02:02:16,Male,Rivers,University,High income,Less than 1 hour,Never,Listening to lectures,Textbooks,Rarely,Yes,Always,No impact,Usually,Always,I performed worse than expected,> 270
2024-01-18 06:28:39,Male,Rivers,University,Middle income,Less than 1 hour,4-6 times a week,Watching videos,Videos,Often,Yes,Rarely,Helps a lot,Rarely,Always,I performed better than expected,200 - 270
2024-01-02 23:36:01,Male,Sokoto,University,Middle income,1-2 hours,Only before exams,Group discussions,Online materials,Always,No,Rarely,Hinders a lot,Usually,Often,I performed worse than expected,120 - 200
2024-06-12 18:13:16,Male,Osun,Secondary school,Low income,2-4 hours,4-6 times a week,Watching videos,Tutor,Always,No,Never,No impact,Rarely,Often,I performed worse than expected,< 120
2024-03-31 23:53:47,Male,Akwa Ibom,"Postgraduate(Masters,PhD)",Low income,1-2 hours,2-3 times a week,Listening to lectures,Textbooks,Sometimes,No,Always,Helps a lot,Sometimes,Always,I performed worse than expected,200 - 270
2024-01-16 23:17:35,Female,Imo,No formal education,Low income,2-4 hours,4-6 times a week,Hands-on practice,Textbooks,Always,No,Sometimes,Hinders somewhat,Usually,Sometimes,I performed better than expected,> 270
2024-04-29 13:34:39,Female,Rivers,Primary school,Low income,1-2 hours,Only before exams,Listening to lectures,Past questions,Sometimes,Yes,Almost always,Helps somewhat,Sometimes,Always,I performed worse than expected,200 - 270
2024-06-22 20:55:19,Male,Kwara,Secondary school,Middle income,1-2 hours,Never,Hands-on practice,Past questions,Often,Yes,Rarely,Helps a lot,Sometimes,Sometimes,I performed worse than expected,> 270
2024-02-14 10:48:23,Male,Bayelsa,"Postgraduate(Masters,PhD)",Low income,1-2 hours,Once a week,Watching videos,Online materials,Never,No,Sometimes,Hinders somewhat,Always,Sometimes,I performed as expected,> 270
2024-03-18 23:10:53,Female,Bauchi,Primary school,High income,2-4 hours,Never,Reading notes,Online materials,Sometimes,Yes,Sometimes,Helps somewhat,Always,Often,I performed as expected,> 270
2024-03-12 07:42:34,Female,Benue,"Postgraduate(Masters,PhD)",High income,2-4 hours,Only before exams,Reading notes,Videos,Rarely,No,Almost always,Hinders somewhat,Always,Rarely,I performed as expected,< 120
2024-09-29 15:19:52,Male,Akwa Ibom,University,Middle income,2-4 hours,Never,Listening to lectures,Videos,Often,Yes,Sometimes,No impact,Never,Always,I performed better than expected,200 - 270
2024-02-07 17:49:28,Female,Kaduna,University,Middle income,More than 4 hours,Once a week,Hands-on practice,Textbooks,Always,Yes,Almost always,Helps a lot,Sometimes,Often,I performed worse than expected,200 - 270
2024-01-05 12:11:39,Female,Ekiti,"Postgraduate(Masters,PhD)",Middle income,Less than 1 hour,4-6 times a week,Group discussions,Past questions,Often,Yes,Always,No impact,Never,Always,I performed as expected,120 - 200
2024-06-25 23:14:08,Male,Bayelsa,Secondary school,Middle income,Less than 1 hour,2-3 times a week,Reading notes,Online materials,Often,No,Rarely,Hinders somewhat,Sometimes,Never,I performed worse than expected,> 270
2024-07-29 08:20:46,Male,Kaduna,"Postgraduate(Masters,PhD)",Low income,Less than 1 hour,Only before exams,Watching videos,Videos,Never,Yes,Rarely,Hinders somewhat,Usually,Always,I performed worse than expected,> 270
2024-01-03 08:42:58,Female,Gombe,"Postgraduate(Masters,PhD)",Low income,2-4 hours,Every day,Group discussions,Videos,Always,No,Always,No impact,Always,Often,I performed better than expected,< 120
2024-05-18 01:45:45,Male,Borno,Primary school,Low income,2-4 hours,4-6 times a week,Hands-on practice,Videos,Sometimes,Yes,Never,Hinders a lot,Sometimes,Always,I performed as expected,120 - 200
2024-07-09 09:43:09,Female,Jigawa,No formal education,Middle income,1-2 hours,Every day,Listening to lectures,Online materials,Always,No,Sometimes,Helps a lot,Always,Often,I performed worse than expected,< 120
2024-03-07 14:23:07,Male,Edo,University,High income,2-4 hours,Only before exams,Hands-on practice,Online materials,Rarely,Yes,Almost always,Helps a lot,Usually,Sometimes,I performed as expected,> 270
2024-05-24 21:22:52,Male,Oyo,Primary school,Middle income,2-4 hours,2-3 times a week,Reading notes,Videos,Never,Yes,Almost always,No impact,Usually,Often,I performed better than expected,> 270
2024-03-13 05:58:40,Male,Kaduna,"Postgraduate(Masters,PhD)",Low income,More than 4 hours,Never,Listening to lectures,Textbooks,Rarely,No,Sometimes,No impact,Usually,Never,I performed worse than expected,200 - 270
2024-05-08 13:09:50,Male,Ebonyi,No formal education,Middle income,1-2 hours,Never,Reading notes,Tutor,Always,No,Almost always,Helps somewhat,Rarely,Never,I performed worse than expected,< 120
2024-05-28 00:45:09,Female,Kano,No formal education,Middle income,1-2 hours,4-6 times a week,Watching videos,Videos,Often,No,Rarely,Helps a lot,Sometimes,Rarely,I performed as expected,> 270
2024-08-27 15:11:08,Male,Osun,Primary school,Low income,2-4 hours,Never,Hands-on practice,Past questions,Rarely,Yes,Rarely,Helps somewhat,Sometimes,Often,I performed as expected,< 120
2024-03-31 10:20:11,Female,Katsina,University,Low income,1-2 hours,2-3 times a week,Reading notes,Textbooks,Rarely,No,Sometimes,Hinders somewhat,Rarely,Sometimes,I performed worse than expected,120 - 200
2024-01-06 06:18:24,Male,Oyo,Secondary school,High income,Less than 1 hour,Only before exams,Group discussions,Textbooks,Often,No,Sometimes,Helps somewhat,Usually,Sometimes,I performed better than expected,200 - 270
2024-06-01 15:21:08,Male,Rivers,Primary school,High income,More than 4 hours,2-3 times a week,Watching videos,Tutor,Sometimes,No,Rarely,Helps somewhat,Always,Always,I performed worse than expected,120 - 200
2024-01-24 18:24:24,Female,Kaduna,"Postgraduate(Masters,PhD)",Middle income,Less than 1 hour,Only before exams,Hands-on practice,Online materials,Always,No,Never,Helps a lot,Never,Rarely,I performed worse than expected,< 120
2024-04-07 09:08:36,Male,Delta,Primary school,Middle income,More than 4 hours,Only before exams,Reading notes,Tutor,Never,No,Rarely,Hinders somewhat,Sometimes,Sometimes,I performed better than expected,< 120
2024-04-23 22:12:07,Male,Nasarawa,Primary school,Low income,1-2 hours,Every day,Hands-on practice,Past questions,Never,Yes,Almost always,No impact,Rarely,Always,I performed as expected,200 - 270
2024-06-24 09:42:56,Female,Gombe,"Postgraduate(Masters,PhD)",Low income,Less than 1 hour,Every day,Reading notes,Tutor,Sometimes,No,Almost always,Hinders somewhat,Never,Sometimes,I performed better than expected,< 120
2024-08-29 10:16:32,Female,Adamawa,University,Middle income,2-4 hours,Only before exams,Reading notes,Past questions,Never,No,Never,No impact,Rarely,Never,I performed worse than expected,120 - 200
2024-08-14 12:26:19,Female,Taraba,No formal education,High income,More than 4 hours,Never,Hands-on practice,Online materials,Rarely,Yes,Sometimes,Hinders somewhat,Always,Often,I performed as expected,< 120
2024-05-08 21:15:44,Male,Kogi,Secondary school,Low income,Less than 1 hour,2-3 times a week,Reading notes,Videos,Always,No,Sometimes,Hinders somewhat,Usually,Sometimes,I performed better than expected,200 - 270
2024-08-05 00:34:57,Male,Ekiti,"Postgraduate(Masters,PhD)",High income,Less than 1 hour,Every day,Listening to lectures,Past questions,Often,Yes,Rarely,Hinders somewhat,Usually,Often,I performed as expected,< 120
2024-04-28 10:27:57,Male,Adamawa,Secondary school,Low income,2-4 hours,Never,Group discussions,Past questions,Sometimes,No,Rarely,Helps somewhat,Never,Often,I performed worse than expected,< 120
2024-10-05 02:16:14,Female,FCT,University,Low income,1-2 hours,Only before exams,Group discussions,Online materials,Always,No,Always,Hinders a lot,Always,Often,I performed better than expected,< 120
2024-04-15 06:35:48,Female,Kwara,No formal education,Low income,Less than 1 hour,Once a week,Hands-on practice,Videos,Often,Yes,Almost always,Hinders somewhat,Rarely,Often,I performed worse than expected,120 - 200
2024-05-26 05:44:40,Female,Cross River,"Postgraduate(Masters,PhD)",Low income,1-2 hours,Only before exams,Hands-on practice,Past questions,Never,No,Rarely,Hinders somewhat,Sometimes,Often,I performed better than expected,> 270
2024-01-01 07:48:37,Male,Plateau,No formal education,Middle income,More than 4 hours,4-6 times a week,Listening to lectures,Tutor,Often,No,Always,Helps a lot,Sometimes,Never,I performed as expected,> 270
2024-07-24 23:36:54,Male,Anambra,Secondary school,High income,Less than 1 hour,4-6 times a week,Listening to lectures,Textbooks,Always,No,Never,No impact,Rarely,Often,I performed better than expected,< 120
2024-07-14 20:04:44,Female,Osun,Primary school,Middle income,1-2 hours,4-6 times a week,Watching videos,Online materials,Sometimes,No,Rarely,Helps somewhat,Always,Always,I performed worse than expected,120 - 200
2024-09-29 05:08:00,Male,Adamawa,University,Low income,1-2 hours,Once a week,Watching videos,Videos,Always,No,Sometimes,Hinders somewhat,Sometimes,Sometimes,I performed worse than expected,< 120
2024-08-14 00:54:08,Male,Gombe,University,Low income,1-2 hours,Once a week,Listening to lectures,Tutor,Often,Yes,Almost always,Hinders a lot,Always,Never,I performed worse than expected,> 270
2024-09-13 04:48:09,Male,Abia,No formal education,Low income,More than 4 hours,Only before exams,Reading notes,Past questions,Sometimes,No,Always,Helps a lot,Never,Sometimes,I performed as expected,120 - 200
2024-09-20 00:23:03,Male,Imo,"Postgraduate(Masters,PhD)",Low income,Less than 1 hour,Only before exams,Group discussions,Textbooks,Never,No,Always,Hinders a lot,Usually,Always,I performed worse than expected,< 120
2024-04-15 13:34:22,Female,Oyo,Primary school,High income,1-2 hours,Never,Listening to lectures,Tutor,Sometimes,No,Sometimes,Hinders a lot,Never,Often,I performed worse than expected,120 - 200
2024-08-16 04:17:57,Female,Sokoto,University,Middle income,Less than 1 hour,4-6 times a week,Watching videos,Tutor,Rarely,Yes,Almost always,No impact,Usually,Rarely,I performed worse than expected,< 120
2024-04-01 01:48:00,Male,Ondo,Secondary school,High income,Less than 1 hour,Every day,Group discussions,Past questions,Often,No,Rarely,Hinders somewhat,Rarely,Always,I performed as expected,< 120
2024-03-02 21:45:20,Female,Bauchi,Secondary school,High income,1-2 hours,Every day,Listening to lectures,Textbooks,Often,No,Sometimes,Hinders somewhat,Rarely,Sometimes,I performed as expected,< 120
2024-05-06 14:34:32,Male,Cross River,Primary school,High income,More than 4 hours,2-3 times a week,Listening to lectures,Videos,Never,No,Almost always,Hinders somewhat,Never,Rarely,I performed as expected,> 270
2024-03-27 18:27:48,Male,Abia,Primary school,Middle income,1-2 hours,Every day,Listening to lectures,Online materials,Always,Yes,Sometimes,Helps somewhat,Always,Often,I performed worse than expected,> 270
2024-07-27 20:15:06,Male,Taraba,Secondary school,High income,Less than 1 hour,4-6 times a week,Watching videos,Online materials,Sometimes,Yes,Sometimes,Helps somewhat,Usually,Sometimes,I performed worse than expected,200 - 270
2024-02-09 08:59:14,Female,Imo,Secondary school,Low income,More than 4 hours,Every day,Reading notes,Past questions,Often,Yes,Sometimes,No impact,Rarely,Never,I performed as expected,< 120
2024-08-23 12:00:09,Female,Niger,Secondary school,Middle income,2-4 hours,4-6 times a week,Listening to lectures,Past questions,Rarely,Yes,Never,No impact,Sometimes,Never,I performed better than expected,120 - 200
2024-03-03 18:36:32,Male,Enugu,Secondary school,Low income,2-4 hours,4-6 times a week,Hands-on practice,Textbooks,Rarely,Yes,Rarely,Hinders somewhat,Rarely,Often,I performed as expected,200 - 270
2024-06-29 21:19:25,Male,Abia,"Postgraduate(Masters,PhD)",Low income,Less than 1 hour,Every day,Listening to lectures,Textbooks,Rarely,No,Almost always,Helps somewhat,Never,Rarely,I performed better than expected,< 120
2024-01-30 16:35:07,Female,Taraba,No formal education,Middle income,More than 4 hours,Never,Listening to lectures,Videos,Always,No,Rarely,Hinders somewhat,Rarely,Often,I performed as expected,200 - 270
2024-08-25 13:16:42,Female,Gombe,Secondary school,High income,2-4 hours,Once a week,Listening to lectures,Textbooks,Sometimes,Yes,Never,Helps a lot,Rarely,Always,I performed as expected,> 270
2024-05-06 10:51:40,Female,Borno,University,Middle income,1-2 hours,Never,Hands-on practice,Past questions,Never,Yes,Rarely,No impact,Rarely,Sometimes,I performed worse than expected,< 120
2024-05-11 04:18:28,Female,Kaduna,University,Middle income,Less than 1 hour,Every day,Listening to lectures,Textbooks,Rarely,Yes,Always,Hinders a lot,Sometimes,Always,I performed worse than expected,200 - 270
2024-10-04 15:12:16,Male,Sokoto,Primary school,Middle income,2-4 hours,Once a week,Group discussions,Tutor,Sometimes,Yes,Always,Helps a lot,Rarely,Always,I performed worse than expected,< 120
2024-02-11 10:38:05,Female,Ekiti,No formal education,High income,Less than 1 hour,4-6 times a week,Watching videos,Tutor,Always,Yes,Always,Hinders a lot,Rarely,Never,I performed as expected,> 270
2024-05-31 07:20:37,Female,Kebbi,Secondary school,Low income,Less than 1 hour,Only before exams,Reading notes,Past questions,Never,No,Sometimes,Helps somewhat,Never,Always,I performed as expected,200 - 270
2024-09-03 13:04:41,Female,Akwa Ibom,"Postgraduate(Masters,PhD)",Low income,2-4 hours,Only before exams,Hands-on practice,Past questions,Sometimes,Yes,Almost always,Hinders a lot,Usually,Often,I performed worse than expected,< 120
2024-05-06 15:37:08,Female,Imo,No formal education,Low income,2-4 hours,4-6 times a week,Hands-on practice,Online materials,Sometimes,Yes,Sometimes,No impact,Never,Sometimes,I performed as expected,< 120
2024-09-17 22:41:49,Male,Abia,"Postgraduate(Masters,PhD)",High income,2-4 hours,Every day,Listening to lectures,Past questions,Often,Yes,Almost always,Hinders a lot,Always,Always,I performed worse than expected,< 120
2024-03-08 16:37:36,Male,Niger,University,Middle income,1-2 hours,Every day,Watching videos,Online materials,Never,Yes,Rarely,Helps a lot,Never,Often,I performed as expected,120 - 200
2024-04-22 03:38:54,Male,Kebbi,Secondary school,High income,2-4 hours,2-3 times a week,Hands-on practice,Videos,Rarely,No,Always,Helps a lot,Rarely,Sometimes,I performed as expected,> 270
2024-04-12 06:37:04,Female,Sokoto,Secondary school,Low income,More than 4 hours,Once a week,Reading notes,Online materials,Never,Yes,Sometimes,Hinders a lot,Sometimes,Sometimes,I performed better than expected,< 120
2024-03-04 19:44:45,Male,Ogun,University,Low income,2-4 hours,Every day,Group discussions,Past questions,Rarely,Yes,Never,Hinders somewhat,Sometimes,Never,I performed as expected,120 - 200
2024-08-30 21:02:39,Male,Jigawa,Secondary school,Middle income,1-2 hours,Every day,Reading notes,Textbooks,Sometimes,Yes,Never,Helps somewhat,Never,Often,I performed better than expected,200 - 270
2024-08-06 15:06:02,Male,Osun,Secondary school,Middle income,2-4 hours,Once a week,Hands-on practice,Videos,Rarely,Yes,Almost always,Hinders a lot,Rarely,Never,I performed better than expected,> 270
2024-03-23 08:07:28,Female,Anambra,University,Middle income,Less than 1 hour,Once a week,Group discussions,Textbooks,Often,No,Always,Hinders a lot,Sometimes,Always,I performed as expected,< 120
2024-04-27 00:02:01,Male,FCT,Primary school,High income,Less than 1 hour,4-6 times a week,Reading notes,Tutor,Always,No,Almost always,Helps a lot,Usually,Never,I performed worse than expected,120 - 200
2024-03-26 05:28:23,Male,Ogun,No formal education,High income,2-4 hours,2-3 times a week,Listening to lectures,Past questions,Never,No,Never,Helps somewhat,Rarely,Always,I performed better than expected,< 120
2024-05-17 23:40:10,Male,Imo,Primary school,High income,2-4 hours,Once a week,Listening to lectures,Online materials,Rarely,Yes,Never,Hinders somewhat,Never,Always,I performed as expected,200 - 270
2024-03-27 04:22:30,Female,Enugu,Primary school,High income,2-4 hours,Once a week,Hands-on practice,Online materials,Never,No,Always,Hinders somewhat,Sometimes,Always,I performed worse than expected,> 270
2024-04-16 03:49:23,Female,Imo,University,Low income,Less than 1 hour,Once a week,Hands-on practice,Tutor,Rarely,No,Sometimes,No impact,Always,Sometimes,I performed as expected,200 - 270
2024-09-20 01:49:54,Male,Kogi,Secondary school,High income,More than 4 hours,4-6 times a week,Group discussions,Textbooks,Sometimes,No,Rarely,Hinders a lot,Always,Sometimes,I performed worse than expected,> 270
2024-09-09 15:06:05,Female,Ondo,University,Middle income,2-4 hours,Once a week,Reading notes,Online materials,Always,Yes,Never,Helps a lot,Never,Sometimes,I performed worse than expected,> 270
2024-01-29 04:55:59,Male,Imo,"Postgraduate(Masters,PhD)",Middle income,More than 4 hours,Once a week,Listening to lectures,Videos,Always,No,Almost always,Hinders a lot,Always,Rarely,I performed worse than expected,200 - 270
2024-09-09 17:57:14,Male,Ondo,University,Low income,More than 4 hours,Once a week,Listening to lectures,Tutor,Rarely,Yes,Rarely,Helps somewhat,Always,Often,I performed worse than expected,120 - 200
2024-01-12 09:56:05,Male,Adamawa,University,Middle income,2-4 hours,Only before exams,Listening to lectures,Videos,Sometimes,Yes,Almost always,Helps a lot,Usually,Rarely,I performed better than expected,> 270
2024-08-18 14:58:42,Male,Kwara,No formal education,Low income,1-2 hours,Once a week,Hands-on practice,Videos,Never,No,Rarely,Helps a lot,Always,Never,I performed better than expected,200 - 270
2024-08-21 20:45:17,Female,Delta,Primary school,High income,1-2 hours,4-6 times a week,Listening to lectures,Textbooks,Always,Yes,Never,Hinders a lot,Always,Sometimes,I performed as expected,> 270
2024-01-19 06:59:37,Male,Jigawa,"Postgraduate(Masters,PhD)",High income,2-4 hours,Once a week,Hands-on practice,Textbooks,Rarely,No,Sometimes,No impact,Rarely,Rarely,I performed worse than expected,120 - 200
2024-06-04 05:42:15,Female,Sokoto,University,High income,More than 4 hours,2-3 times a week,Reading notes,Online materials,Rarely,No,Sometimes,Hinders somewhat,Always,Sometimes,I performed worse than expected,200 - 270
2024-08-04 08:22:35,Female,FCT,No formal education,Middle income,More than 4 hours,4-6 times a week,Group discussions,Textbooks,Often,Yes,Always,Helps a lot,Always,Rarely,I performed better than expected,< 120
2024-03-19 14:18:02,Female,Rivers,University,Middle income,1-2 hours,Every day,Listening to lectures,Textbooks,Often,Yes,Always,Helps somewhat,Always,Always,I performed better than expected,> 270
2024-03-08 12:26:42,Female,Kebbi,Primary school,Low income,1-2 hours,Once a week,Reading notes,Past questions,Never,Yes,Always,No impact,Sometimes,Never,I performed as expected,< 120
2024-02-03 10:25:43,Male,Zamfara,"Postgraduate(Masters,PhD)",High income,More than 4 hours,Once a week,Reading notes,Tutor,Rarely,No,Sometimes,Helps somewhat,Always,Often,I performed as expected,< 120
2024-05-08 04:27:09,Female,Kebbi,Secondary school,High income,Less than 1 hour,Only before exams,Hands-on practice,Textbooks,Rarely,Yes,Almost always,Hinders somewhat,Never,Often,I performed as expected,> 270
2024-03-15 18:36:08,Female,Akwa Ibom,No formal education,Low income,1-2 hours,Once a week,Hands-on practice,Textbooks,Never,Yes,Never,Hinders a lot,Rarely,Often,I performed better than expected,< 120
2024-06-10 08:03:39,Female,Zamfara,University,Middle income,Less than 1 hour,Every day,Listening to lectures,Videos,Sometimes,Yes,Almost always,No impact,Always,Never,I performed worse than expected,120 - 200
2024-08-01 04:34:37,Female,Lagos,University,Low income,Less than 1 hour,Only before exams,Hands-on practice,Past questions,Sometimes,No,Always,Helps a lot,Never,Often,I performed better than expected,200 - 270
2024-02-15 00:46:52,Male,Edo,Primary school,Middle income,Less than 1 hour,2-3 times a week,Hands-on practice,Textbooks,Rarely,Yes,Almost always,Helps a lot,Always,Never,I performed worse than expected,> 270
2024-06-23 06:55:26,Male,Bayelsa,"Postgraduate(Masters,PhD)",High income,Less than 1 hour,Never,Watching videos,Textbooks,Sometimes,Yes,Almost always,No impact,Rarely,Always,I performed worse than expected,120 - 200
2024-03-02 11:56:17,Female,Katsina,No formal education,Low income,2-4 hours,Once a week,Listening to lectures,Textbooks,Sometimes,Yes,Always,No impact,Rarely,Often,I performed better than expected,120 - 200
2024-07-17 01:20:21,Male,Imo,Secondary school,Low income,More than 4 hours,Once a week,Reading notes,Videos,Rarely,Yes,Rarely,Helps somewhat,Usually,Often,I performed worse than expected,> 270
2024-03-19 10:33:38,Female,Osun,No formal education,Middle income,1-2 hours,Once a week,Hands-on practice,Tutor,Never,Yes,Rarely,Helps somewhat,Never,Never,I performed better than expected,200 - 270
2024-04-03 21:03:59,Male,Delta,Secondary school,Middle income,Less than 1 hour,Once a week,Listening to lectures,Tutor,Never,Yes,Sometimes,Hinders a lot,Never,Never,I performed better than expected,120 - 200
2024-01-20 22:23:56,Male,Delta,"Postgraduate(Masters,PhD)",High income,Less than 1 hour,2-3 times a week,Listening to lectures,Online materials,Rarely,No,Rarely,Hinders somewhat,Usually,Rarely,I performed better than expected,200 - 270
2024-09-11 20:24:29,Female,Lagos,University,Middle income,More than 4 hours,Once a week,Hands-on practice,Videos,Often,No,Rarely,Helps somewhat,Sometimes,Always,I performed better than expected,> 270
2024-03-10 19:27:02,Female,Bauchi,No formal education,High income,More than 4 hours,Every day,Hands-on practice,Past questions,Rarely,Yes,Rarely,Helps a lot,Rarely,Never,I performed worse than expected,< 120
2024-09-04 06:14:21,Male,Borno,"Postgraduate(Masters,PhD)",Middle income,2-4 hours,Once a week,Watching videos,Online materials,Sometimes,No,Never,Helps somewhat,Never,Rarely,I performed as expected,120 - 200
2024-01-24 16:30:22,Male,Ogun,No formal education,Low income,1-2 hours,Only before exams,Reading notes,Textbooks,Sometimes,Yes,Almost always,Hinders a lot,Usually,Rarely,I performed as expected,> 270
2024-01-11 23:04:30,Female,Sokoto,University,High income,1-2 hours,4-6 times a week,Hands-on practice,Online materials,Rarely,No,Rarely,Hinders a lot,Never,Rarely,I performed as expected,> 270
2024-01-16 07:28:27,Male,Kano,No formal education,Low income,2-4 hours,4-6 times a week,Hands-on practice,Videos,Always,Yes,Always,Hinders somewhat,Rarely,Sometimes,I performed worse than expected,< 120
2024-09-09 09:24:54,Female,FCT,Primary school,Middle income,Less than 1 hour,2-3 times a week,Watching videos,Past questions,Always,No,Rarely,Hinders somewhat,Sometimes,Often,I performed better than expected,120 - 200
2024-01-21 17:56:38,Female,Rivers,Secondary school,Middle income,2-4 hours,Once a week,Group discussions,Tutor,Often,Yes,Never,Helps somewhat,Always,Rarely,I performed worse than expected,200 - 270
2024-05-05 03:24:08,Male,Kwara,No formal education,High income,More than 4 hours,Once a week,Hands-on practice,Online materials,Sometimes,No,Almost always,Hinders somewhat,Rarely,Rarely,I performed better than expected,< 120
2024-09-11 19:08:17,Female,Enugu,Secondary school,Low income,1-2 hours,Never,Watching videos,Tutor,Often,Yes,Sometimes,Helps somewhat,Always,Sometimes,I performed as expected,200 - 270
2024-06-26 19:39:40,Male,Ondo,University,Middle income,1-2 hours,2-3 times a week,Reading notes,Online materials,Often,No,Rarely,Hinders somewhat,Never,Always,I performed worse than expected,120 - 200
2024-08-31 04:54:38,Male,Ogun,No formal education,High income,1-2 hours,Once a week,Listening to lectures,Online materials,Never,No,Never,Hinders somewhat,Rarely,Often,I performed better than expected,> 270
2024-01-22 09:51:59,Male,Gombe,"Postgraduate(Masters,PhD)",High income,More than 4 hours,2-3 times a week,Group discussions,Tutor,Sometimes,Yes,Always,No impact,Usually,Never,I performed worse than expected,200 - 270
2024-08-19 12:36:17,Female,Abia,No formal education,Low income,More than 4 hours,Once a week,Reading notes,Textbooks,Never,Yes,Never,Helps somewhat,Never,Rarely,I performed as expected,200 - 270
2024-09-01 11:37:17,Male,Edo,No formal education,Middle income,More than 4 hours,2-3 times a week,Reading notes,Textbooks,Always,No,Never,Helps somewhat,Never,Rarely,I performed as expected,< 120
2024-03-29 11:45:50,Female,Osun,Secondary school,Middle income,Less than 1 hour,Every day,Listening to lectures,Online materials,Rarely,No,Never,Hinders somewhat,Sometimes,Sometimes,I performed better than expected,120 - 200
2024-05-20 09:50:28,Male,Zamfara,University,Low income,2-4 hours,Every day,Group discussions,Videos,Always,Yes,Sometimes,Hinders somewhat,Usually,Rarely,I performed as expected,> 270
2024-06-11 00:15:39,Female,Ogun,University,Low income,2-4 hours,4-6 times a week,Reading notes,Past questions,Never,No,Never,Hinders somewhat,Never,Rarely,I performed better than expected,200 - 270
2024-01-20 01:28:18,Male,Niger,Primary school,Low income,2-4 hours,Never,Group discussions,Videos,Often,No,Rarely,Helps a lot,Sometimes,Always,I performed worse than expected,> 270
2024-02-16 07:14:47,Female,Taraba,Primary school,Middle income,2-4 hours,Only before exams,Watching videos,Tutor,Never,No,Sometimes,Hinders a lot,Usually,Never,I performed better than expected,< 120
2024-02-27 21:55:50,Male,Taraba,Secondary school,Middle income,More than 4 hours,2-3 times a week,Reading notes,Tutor,Sometimes,No,Always,Hinders somewhat,Usually,Never,I performed better than expected,120 - 200
